Object,Neighbor,Distance
1,36,8.214923
2,37,5.7099667
3,58,11.836114
4,25,8.851255
4,32,11.473299
4,69,12.870327
5,34,9.508632
5,44,13.105166
6,30,10.7859535
6,31,5.907111
7,15,9.560156
8,33,10.976447
8,50,13.419899
9,29,11.883285
10,38,5.2379
10,48,9.975069
11,60,10.261394
11,64,11.685626
12,19,14.959508
12,20,10.327963
12,52,8.2463
12,76,14.439317
13,34,13.487071
14,67,12.659343
16,24,13.402955
16,28,13.512606
16,46,5.461153
17,68,10.974185
18,57,14.612541
19,52,12.948661
20,76,12.318275
21,61,13.607449
22,49,11.422838
22,81,12.275798
24,46,13.68833
25,65,9.003781
25,69,13.847728
28,40,10.541057
28,46,14.312601
28,78,14.453153
29,71,12.106326
30,31,5.3688917
32,69,12.383153
32,91,13.292181
35,54,8.849574
36,90,13.673053
37,55,11.535709
38,48,7.244619
39,40,10.970289
39,77,14.018874
40,78,8.834859
42,44,7.252695
43,63,9.060907
43,101,13.189203
45,79,14.460686
47,49,14.546844
48,66,12.398794
49,81,13.115975
50,97,11.224679
51,56,3.9155629
51,89,8.726295
52,76,12.009001
53,73,6.4240937
53,84,9.013015
53,102,12.400319
53,110,14.145422
54,92,9.37643
55,62,9.860146
56,89,8.899727
57,65,11.576604
57,108,13.18852
58,100,10.1433
58,103,12.756259
60,64,9.84882
60,95,9.009697
63,101,14.399669
64,82,10.891953
64,95,11.830152
65,69,13.594023
66,84,12.481899
66,102,14.749012
66,117,11.371867
67,86,14.441023
67,135,14.943403
68,80,7.3165755
68,88,14.602844
68,115,9.7011
69,91,9.0226755
69,133,14.415453
70,75,7.5323553
70,82,8.498534
70,137,14.286297
71,93,14.298686
72,124,11.281397
73,84,5.3975625
73,102,7.0420365
73,110,7.8768244
73,130,12.849677
74,119,13.357004
75,101,14.846139
75,137,14.614467
75,139,13.90908
77,119,10.428836
77,129,13.101296
78,106,10.977682
78,144,13.568394
79,120,9.123135
80,115,9.911299
82,137,13.896352
84,102,4.062233
84,110,10.150674
84,130,9.952792
86,135,14.701578
87,88,12.815461
88,115,14.181537
88,136,10.6616335
89,118,11.460611
89,145,12.984727
90,99,14.895406
90,107,13.509683
92,150,12.527018
94,98,13.315845
94,131,6.6245847
94,132,10.560604
96,122,8.391796
98,132,8.351625
99,156,13.5041065
100,103,10.182553
100,151,11.386565
101,139,11.22298
102,110,7.8221626
102,130,6.1177363
103,151,11.656448
104,118,10.86726
104,134,11.754311
104,142,9.068365
105,116,13.128935
105,168,14.379523
106,144,13.1983
106,163,13.601871
107,154,12.588487
108,149,8.472358
110,130,10.036235
110,170,14.602377
113,153,13.776955
113,166,12.287548
114,143,14.874583
114,159,12.233679
115,136,10.401813
